company_id,year,return_on_equity_pct,debt_to_equity,interest_coverage,asset_turnover,dividend_payout_ratio,year_number,roe_score,debt_score,interest_score,asset_turnover_score,dividend_score,composite_score,company_rank,score_band
BEL,Mar 2024,4744.047619047619,0.5119047619047619,420.9166666666667,125.88819875776396,1.0037641154328731,2024,100.0,96.55686888196853,15.685033483248088,100.0,9.131015501679684,73.18932546730971,1,Strong
HAL,Mar 2024,3816.582914572864,0.6180904522613065,226.72093023255812,67.51333333333334,0.4081632653061224,2024,80.47188880878304,95.84265154709581,8.447280354664667,53.6248795133716,3.712969058591178,58.20671443320665,2,Average
BAJFINANCE,Mar 2024,18.841921351830603,3.824788776468134,2683.1666666666665,0.1463025160881668,0.1037990450487855,2024,0.5090524515082295,74.27402470890665,100.0,0.1060551313173627,0.9442364743147583,38.83155382980821,3,Weak
INDIGO,Mar 2024,892.568306010929,0.0185792349726775,22.60232158211522,56.38625204582652,0.0,2024,18.90568351250975,99.87503389918544,0.8396977913723334,44.785120627063726,0.0,37.52617118088331,4,Weak
BHEL,Mar 2024,1.1539405843358703,0.3623864473361158,0.8586956521739131,0.399628688031043,10.99290780141844,2024,0.13662549713549182,97.56254649999137,0.0293041159448696,0.3073066744404159,100.0,34.48358109849353,5,Weak
NAUKRI,Mar 2024,1.9661621835965897,0.008129006675038,20.314285714285717,0.0702707196098534,8.235294117647058,2024,0.15372712227092372,99.94532335323984,0.7544217752003046,0.04565270131842479,74.91461100569259,32.681642335798315,6,Weak
DIVISLAB,Mar 2024,11.78984599513669,0.0002210596124088,552.5,0.5074385510996119,3.125,2024,0.36056840566806975,99.9985131272708,20.589197189364832,0.3929547586475506,28.42741935483871,32.12732339067209,7,Weak
ABB,Mar 2024,32.46823465801568,0.0224384968910516,121.08333333333331,1.1263238975544,6.078268109908409,2024,0.7959595004619013,99.84907605352223,4.510124670956732,0.8846198323153328,55.292632483682944,31.765038020926067,8,Weak
BAJAJHLDNG,Mar 2024,13.576787656460263,0.0011613545449517,781.0,0.0261199183560718,0.2715546503733876,2024,0.39819312096578763,99.99218859391362,29.105484005179978,0.010577695785848417,2.4702713356546875,31.187215673737484,9,Weak
TECHM,Mar 2024,8.987963553189097,0.0951291761970827,11.494897959183673,1.2050337203643189,6.25782227784731,2024,0.30157373815448746,99.36015006858285,0.42571964976338095,0.9471497840291662,56.9259962049336,30.85032565664247,10,Weak
TATACONSUM,Mar 2024,7.566793298872766,0.21654107242947,26.25287356321839,0.5454284586965099,5.267489711934156,2024,0.27165047464479253,98.54351949757302,0.9757553305719692,0.42313532573361523,47.91716447630426,29.767712829391556,11,Weak
IRCTC,Mar 2024,34.39628482972136,0.0185758513931888,77.15789473684211,0.7010343129207027,4.23042304230423,2024,0.8365553074545093,99.87505665753561,2.873005924356313,0.5467542871753934,38.48320315902558,29.724665400470386,12,Weak
HAVELLS,Mar 2024,17.067275412917954,0.040687525177924,22.392857142857142,1.4952143489101584,3.461841070023604,2024,0.4716866271777457,99.72633096137936,0.831890967554234,1.1776798505887178,31.491586507956654,28.565277550392985,13,Weak
BRITANNIA,Mar 2024,54.14869322506978,0.5239786856127886,19.3109756097561,1.8484347442680773,3.889409559512652,2024,1.2524495464241072,96.47565826325665,0.7170280044546604,1.4582910053033031,35.381080509115094,28.394906732339333,14,Weak
ITC,Mar 2024,27.851074395694365,0.0040667319849141,327.9125,0.7723477995509732,0.4047997686858464,2024,0.6987434893778556,99.97264668647769,12.2187308206695,0.6034083198785894,3.6823720893357637,28.105279339482042,15,Weak
PIDILITIND,Mar 2024,20.780302129178065,0.0454383252051861,53.09803921568628,1.0254223252732693,2.6903262736119062,2024,0.5498657732102082,99.69437652644005,1.9762854413574653,0.8044599460731057,24.473290618017984,28.05180900555733,16,Weak
HDFCLIFE,Mar 2024,10.732306013909724,0.0647756716214373,192.28761904761905,0.3352704278677313,1.7153748411689964,2024,0.3383015115825927,99.5643112796582,7.163937010817152,0.25617812711644633,15.604377587408289,28.024220153361053,17,Weak
NESTLEIND,Mar 2024,117.75449101796409,0.1032934131736526,40.08965517241379,2.318160220469448,2.008644800406814,2024,2.5916930623368053,99.30523645870664,1.4914577410389465,1.8314580421109075,18.272188184345854,28.004046106336713,18,Weak
DABUR,Mar 2024,18.355969997972835,0.1383539428339752,19.35483870967742,0.8205874569992061,2.926559911651021,2024,0.49882056664417834,99.06941524806008,0.7186627998137883,0.6417316617849026,26.62225468018026,27.81921775925679,19,Weak
ICICIGI,Mar 2024,15.7230643179025,0.0028676771814829,159.91071428571428,0.3236083907247109,1.4590932777488277,2024,0.4433837671322033,99.98071166889855,5.957236760660863,0.24691337980277178,13.273042075005465,27.683981613967433,20,Weak
TORNTPHARM,Mar 2024,24.15402567094516,0.5866394399066511,9.514124293785311,0.7396070320579111,3.4420289855072466,2024,0.6209007658457123,96.05419472346512,0.35189541933998536,0.5773978609888634,31.311360448807857,27.487943718517105,21,Weak
HEROMOTOCO,Mar 2024,21.14243742584327,0.0342392225549466,47.24818577648767,1.4449202768324858,2.0042757883484765,2024,0.5574906653548073,99.76970299671079,1.7582590530918287,1.1377244068303993,18.23244426820227,27.455227847247297,22,Weak
LICI,Mar 2024,49.44710986501021,0.0,256.0859375,0.1591344094587576,0.0366604751197575,2024,1.1534559759011034,100.0,9.541725974962397,0.11624925505205604,0.33349206399263276,27.305168582419878,23,Weak
BOSCHLTD,Mar 2024,20.639920424403183,0.0032327586206896,41.07843137254902,0.9638144626908672,1.7670682730923692,2024,0.5469099846752591,99.97825608856897,1.5283098273278017,0.7555164148219514,16.07462106490478,27.18508855172415,24,Weak
BAJAJ-AUTO,Mar 2024,26.61418410330778,0.0660175402251225,146.08333333333334,1.1404534363562424,0.3762324857291126,2024,0.6727003083872203,99.55595832662463,5.441884716450731,0.8958448528715549,3.4225019669551533,26.65580354208872,25,Weak
EICHERMOT,Mar 2024,22.172346910501524,0.0232197284566361,84.88235294117646,0.7153796236210254,0.8747813046738315,2024,0.5791757891511736,99.84382139891842,3.1608995854717956,0.5581507247912848,7.957687997355499,26.64637941202356,26,Weak
LT,Mar 2024,77.66510140873214,0.1034568888000799,3.139718250630782,8.027628521638107,0.2315559271885251,2024,1.7475961882455624,99.3041369025816,0.11431874474931003,6.367267734452732,2.1064119828117445,26.538908189518015,27,Weak
APOLLOHOSP,Mar 2024,13.480392156862743,0.7688869665513264,5.33184855233853,1.1383944570541151,2.7807486631016043,2024,0.3961634781929779,94.82837660870554,0.1960203219352294,0.8942091246772135,25.29584267724685,26.528862896447592,28,Weak
HINDUNILVR,Mar 2024,20.074973642078955,0.0289741887617634,57.817625458996325,0.7885945801322478,0.9336704921221552,2024,0.5350148219492601,99.80511622792072,2.1521863170686424,0.6163153544644215,8.493389638014444,26.484007033949794,29,Weak
DLF,Mar 2024,6.908270142781061,0.1225938982019223,5.966292134831461,0.1088049569147945,1.6519823788546255,2024,0.2577850268793892,99.1754191459185,0.2196662891867089,0.076265703761923,15.027710672161431,26.429334475161216,30,Weak
ASIANPAINT,Mar 2024,29.677488252883386,0.1321016659547202,37.0,1.187084044011906,1.043540842029507,2024,0.7371993063079082,99.11146879138211,1.3763050512785848,0.9328899069829955,9.492855401687772,26.363507026209845,31,Weak
ICICIPRULI,Mar 2024,7.732848705134029,0.109041344843253,31.022222222222226,0.3020290902037117,1.1750881316098707,2024,0.2751468324271721,99.26657520007277,1.1535108715115754,0.22976999704030504,10.689511390773662,26.23330666268207,32,Weak
LTIM,Mar 2024,22.904386052552702,0.1034568888000799,28.77027027027027,1.289464130119082,0.9160305343511452,2024,0.5945891430969653,99.3041369025816,1.0695797173835333,1.014224378491081,8.332922925387837,26.20375286136364,33,Weak
JIOFIN,Mar 2024,1.153456416595399,0.0,155.9,0.0128052021565202,0.0,2024,0.13661530280526502,100.0,5.807755827648041,0.0,0.0,26.202535756371187,34,Weak
MARUTI,Mar 2024,15.750385351954783,0.0013896025036199,96.01030927835052,1.230295566502463,0.215005931198102,2024,0.4439590215739712,99.99065337152929,3.5756429895910165,0.9672187152353151,1.9558604063827343,26.186648495196287,35,Weak
SIEMENS,Sep 2024,17.698769290877124,0.0181676108614963,51.73333333333333,0.8790861298865568,0.5886681383370125,2024,0.48498296352980474,99.8778025309537,1.9254223047563808,0.6882051394320713,5.354981129388308,26.138758866602284,36,Weak
TCS,Mar 2024,50.944313673485176,0.0886406082507266,82.6426735218509,1.6559406621205457,0.1258161782251242,2024,1.1849801539175278,99.40379293317437,3.077425833566085,1.3053666912573698,1.1445213632091942,26.132184586191595,37,Weak
INFY,Mar 2024,29.788006718416632,0.0948635889055336,77.5,1.129760329363329,0.3762324857291126,2024,0.7395263133338394,99.361936439674,2.885756324978862,0.8873498589804815,3.4225019669551533,26.114845944457013,38,Weak
SBILIFE,Mar 2024,12.704588140595655,0.0,27.33333333333333,0.3313791900054983,0.7391763463569165,2024,0.37982863869001676,100.0,1.0160245003542383,0.25308678594775796,6.7241203120209825,26.027528540772117,39,Weak
HCLTECH,Mar 2024,23.01393141233172,0.0843502336551279,43.75768535262206,1.1101650405025958,0.5728835136855506,2024,0.5968956610225806,99.43265049297348,1.6281666997423152,0.8717826473855668,5.211391963204041,26.01477125492685,40,Weak
SHREECEM,Mar 2024,8.370767521615225,0.0799884074771772,17.511627906976745,0.7348612354521038,0.9232544720138488,2024,0.28857844822787165,99.46198864444693,0.6499655925586119,0.5736276272110354,8.398637455093722,26.007971703682845,41,Weak
CIPLA,Mar 2024,15.554557028383137,0.0209316258518684,35.29528985507246,0.7922417237881536,0.601829561868079,2024,0.4398357840441264,99.85921144383695,1.312769819190914,0.6192127782999185,5.474707627316073,25.999660239487255,42,Weak
DMART,Mar 2024,13.56294790886726,0.0316611402289014,70.79310344827586,2.398875873795579,0.0,2024,0.3979017199792588,99.78704347904704,2.635787595532541,1.8955814986866153,0.0,25.877626129665042,43,Weak
SUNPHARMA,Mar 2024,15.094161810671148,0.0514238145350024,54.69747899159664,0.5684929901064378,0.3537981269510926,2024,0.4301419930459278,99.6541174272837,2.0358972044921515,0.4414586300414892,3.218421670974455,25.837812357236803,44,Weak
DRREDDY,Mar 2024,19.74233736816026,0.0708572237559283,46.39181286549707,0.7223053120165034,0.2151308712800287,2024,0.5280110426011339,99.52340605087643,1.7263416905916515,0.5636527440500517,1.956996958095745,25.66477077103486,45,Weak
AMBUJACEM,Mar 2024,11.428984947896565,0.0168612504824392,23.18840579710145,0.5081135747230352,0.2532714225411566,2024,0.35297034331476973,99.88658926318836,0.8615413855650887,0.3934910220143262,2.3039529405356824,25.539265643260254,46,Weak
COALINDIA,Mar 2024,45.16982956605826,0.0788468512027076,11.237732253454023,0.6018691588785047,0.1123926249029944,2024,1.0633962627163964,99.46966688505753,0.41613498057657483,0.4679738748636017,1.0224103297627232,25.44209971040043,47,Weak
TATASTEEL,Mar 2024,-5.334926929972293,0.9461835171402184,2.9632392115077253,0.8509498277091255,2.0570264765784114,2024,0.0,93.63585933619414,0.10774130004842855,0.6658526355926281,18.712305367584257,25.40162152615554,48,Weak
ULTRACEMCO,Mar 2024,11.629142591485689,0.1893305439330544,13.397727272727272,0.7034733176582636,0.4140491147915477,2024,0.35718473627325326,98.72654068506007,0.4966388628735689,0.5486919214251591,3.766511302297305,25.347073283165216,49,Weak
HINDALCO,Mar 2024,9.567011474761175,0.5309290976579428,126.45819618169848,0.9360228499109322,0.0787789266371245,2024,0.31376580556464984,96.42890898140438,4.710447969041401,0.7334377448016208,0.7166341068280359,25.325125653231815,50,Weak
TRENT,Mar 2024,36.30776794493609,0.4309242871189774,5.355978260869565,1.727869310248534,0.5416384563303994,2024,0.8768022889665298,97.10155299791698,0.19691964586797478,1.3625094306730863,4.927162731779763,25.274905553121737,51,Weak
GAIL,Mar 2024,12.86154006000234,0.2830499889606088,19.908205841446453,1.068088347296268,0.3736241542966778,2024,0.3831333192013733,98.09617276986758,0.7392870151686682,0.8383553888739659,3.3987745648923586,25.252471356081372,52,Weak
GODREJCP,Mar 2024,-4.45308779171297,0.2557548817272583,9.538709677419355,0.7664201826881253,0.3762324857291126,2024,0.018567448078196647,98.27976284380138,0.3528117264669191,0.5986992050187186,3.4225019669551533,25.07812836811551,53,Weak
NHPC,Mar 2024,10.40773086662188,0.8413260296625498,7.90625,0.1032401899310803,1.3157894736842104,2024,0.331467462226793,94.34114302363156,0.291969298334944,0.07184485006961192,11.96943972835314,24.950840554588673,54,Weak
LODHA,Mar 2024,8.895758200240426,0.4406663232010991,5.529045643153527,0.2185685834145514,0.3762324857291126,2024,0.2996323204637444,97.03602692728126,0.20336993674759202,0.16346592884107408,3.4225019669551533,24.756340501330634,55,Weak
JINDALSTEL,Mar 2024,13.410506363390198,0.3716941962270963,7.884080370942813,0.6400172860847018,0.0504795557799091,2024,0.39469200705339297,97.49994149564229,0.29114302735178765,0.49828013737339444,0.45920112032046334,24.672283714135006,56,Weak
MOTHERSON,Mar 2024,11.546549416937488,0.7616899254444657,5.147432357813363,1.1724203473591674,0.6622516556291391,2024,0.3554457065415221,94.87678474638446,0.18914705626320538,0.9212405319633571,6.024353770561846,24.6042807666619,57,Weak
ONGC,Mar 2024,16.940398136885513,0.4544486308481917,10.087796743182263,0.8332173339682772,0.0542897672545139,2024,0.46901517936733716,96.94332551899308,0.3732764220419356,0.6517652963280127,0.4938617537346103,24.59834218778952,58,Weak
BPCL,Mar 2024,35.511337343822305,0.7218747934157467,10.62472885032538,2.213651947949293,0.1228638445213894,2024,0.8600331491172182,95.14458596696016,0.3932880974250899,1.74843286175746,1.1176646501623164,24.496845450240073,59,Weak
IOC,Mar 2024,23.53162465856491,0.7230954600718581,9.59852810557036,1.6084096601703397,0.0926762586594379,2024,0.6077958831298025,95.13637562069817,0.35504118332033346,1.267606331104686,0.84305499812779,24.311887356256033,60,Weak
RELIANCE,Mar 2024,9.958650553699458,0.5784524141094746,7.02906825849987,0.5122600635424216,0.0126550240445456,2024,0.32201191071930785,96.10926161360597,0.2592763823602774,0.396785143845655,0.11511989614715674,24.2468040142809,61,Weak
ADANIPOWER,Mar 2024,48.27674122146251,0.8023177656738903,5.380165289256198,0.5472399439185297,0.0,2024,1.1288134327448582,94.60351715568686,0.19782110613477052,0.42457443561113045,0.0,24.092773705313792,62,Weak
ADANIPORTS,Mar 2024,15.3548827162833,0.937322369168972,5.703988291255032,0.2283010965905691,0.1974333662388943,2024,0.43563156780829276,93.69546045068223,0.20989011953774797,0.17119779199645577,1.796006750947361,23.801812950814803,63,Weak
JSWENERGY,Mar 2024,8.280529953917052,1.5156009984639016,2.621529469069654,0.1988332438935724,1.1014492753623188,2024,0.2866784629808505,89.8058909612146,0.09500564064203497,0.147787455897702,10.019635343618512,23.58060906007282,64,Weak
JSWSTEEL,Mar 2024,11.5528718021347,1.1328071688833383,3.4740283775447254,0.7679137157851319,0.2786136186336788,2024,0.3555788266921102,92.38060689375457,0.12677861751180763,0.5998857221407857,2.534485175957981,23.570612470865555,65,Weak
TITAN,Mar 2024,37.2192057915469,1.653145959757266,8.549273021001616,1.619298190002219,0.8009153318077803,2024,0.8959929487583534,88.88074751344624,0.3159350247070302,1.276256576020956,7.28574592160626,23.47218484649424,66,Weak
TATAMOTORS,Mar 2024,37.45613415294755,1.2631244259167669,5.962147005808132,1.1851234435931923,0.0220077341465715,2024,0.9009815627330546,91.50407782760811,0.21951179856241468,0.931332334558924,0.20019938804300524,23.349936074422565,67,Weak
POWERGRID,Mar 2024,17.870011245496066,1.4173456039290386,4.539610167559558,0.1827659481160471,0.4302318114685673,2024,0.4885885259994773,90.46676820169705,0.1664932789974795,0.13502301058105057,3.9137216398108383,23.208192879591845,68,Weak
NTPC,Mar 2024,13.273598407068633,1.475521125007778,4.183074546784814,0.3724372910920175,0.1687605475342209,2024,0.39180935957245855,90.0754728635006,0.15320505314814725,0.2857048377581629,1.5351765936983965,22.863425419410078,69,Weak
TATAPOWER,Mar 2024,13.227840276919272,1.659321300531586,2.317073170731707,0.4419074604110633,0.397196261682243,2024,0.39084590527694973,88.83921145133696,0.08365843206642298,0.3408944720121017,3.6132047030449197,22.756242961936916,70,Weak
GRASIM,Mar 2024,11.196462612658342,1.547099364939709,2.9314433545327154,0.3178182841724175,0.1208946201894015,2024,0.34807449984486116,89.59402927550482,0.10655625568276633,0.2423135081449838,1.0997510610777814,22.670563052295744,71,Weak
M&M,Mar 2024,18.537543435564285,1.6414413053331318,3.3242521367521367,0.5925222177725139,0.1711491442542787,2024,0.5026436622957433,88.95947438389688,0.12119639683441472,0.46054832421230496,1.5569051187002128,22.63967373453169,72,Weak
ADANIENT,Mar 2024,8.534650424813185,1.671358378544375,2.497694840834248,0.6004321671876751,0.1499250374812593,2024,0.29202906315752725,88.75824866106755,0.0903902742885008,0.4668322762951771,1.3638342119262943,22.501657201708753,73,Weak
BHARTIARTL,Mar 2024,10.35839213740181,2.6094723973904306,3.456905687036383,0.3393112060793767,0.7244683337228325,2024,0.33042861709813814,82.44838438371328,0.1261404479563263,0.2593882685885048,6.590324842252864,21.43439349516259,74,Weak
ADANIENSOL,Mar 2024,9.461276797721698,2.93252116130053,2.063968196602819,0.2836960606785336,0.0,2024,0.3115395229686306,80.27552072930678,0.07422510797805938,0.21520557026289897,0.0,20.20946789635233,75,Weak
TVSMOTOR,Mar 2024,26.22346698113208,3.833431603773585,2.8526970954356847,0.931491528650295,1.2928611579539069,2024,0.664473615372007,74.21589204467348,0.10362135096441706,0.7298378980542616,11.760866017516184,20.05960165243261,76,Weak
PNB,Mar 2024,61.320565191187306,3.684256345007701,11.237732253454023,1.5070262950629396,0.1965709293436714,2024,1.403455954029484,75.21926222936571,0.41613498057657483,1.1870636910829786,1.7881613572553332,19.665955029053567,77,Poor
SHRIRAMFIN,Mar 2024,15.116350338120824,3.994034363699512,0.6750705671028997,0.1465685998082701,0.3108528179483714,2024,0.4306091806694741,73.1356591547017,0.02246033524008533,0.1062665179216761,2.8277578923045397,18.716305376842985,78,Poor
KOTAKBANK,Mar 2024,14.013018188532914,4.003739266919029,1.237006073034151,0.0732570242045053,0.0109811672980837,2024,0.4073781156013979,73.07038284402964,0.04340389734293316,0.04802513052027087,0.09989319929224529,18.41568301466368,79,Poor
BAJAJFINSV,Mar 2024,25.850351412279537,4.789368120938867,2.197345085182996,0.2053943414307379,0.0128246232766912,2024,0.656617529549471,67.78615156547325,0.07919611820891193,0.15299983089160185,0.11666270206538447,17.193978618715217,80,Poor
RECLTD,Mar 2024,20.39653929343908,6.4249170872386445,1.5988713770535594,0.0866796426792851,0.2120890774125133,2024,0.5417855052590825,56.78525850877091,0.0568907626283661,0.05868854780591387,1.9293264461396369,14.571964358080976,81,Poor
ICICIBANK,Mar 2024,17.99027109750765,6.445624336310825,1.301063746373592,0.0674753591592102,0.0347214687181267,2024,0.4911206415081224,56.64597913699097,0.04579135256793305,0.043431965103281754,0.3158533605971526,14.356089378038972,82,Poor
ADANIGREEN,Mar 2024,12.81269066503966,6.595281675818589,1.4618457850579305,0.1046704357105555,0.0,2024,0.3821047771858632,55.63936642101696,0.051783763755098536,0.07298108944021087,0.0,14.04577695457705,83,Poor
CHOLAFIN,Mar 2024,17.455213596692694,6.863420609401317,21.11764705882353,0.1223019286981606,0.1461988304093567,2024,0.47985480862068497,53.835832688024986,0.7843633753176914,0.0869881900256133,1.329937747594793,13.905829292919309,84,Poor
HDFCBANK,Mar 2024,14.33974005030719,6.808786667718385,1.4008974956974891,0.0703809791786698,0.0351434770650612,2024,0.4142573648219305,54.203306950247644,0.049512196520407885,0.04574029553815424,0.3196922752370083,13.723836658166995,85,Poor
INDUSINDBK,Mar 2024,14.252273197764223,6.885742949503957,1.8787814230933104,0.0888422810646003,0.1564245810055866,2024,0.4124157180037132,53.68569002565026,0.06732312251765513,0.06040662655365564,1.4229590917282393,13.70996874947308,86,Poor
IRFC,Mar 2024,13.038085361638096,8.378352548852153,1.3189891050196507,0.05492885738906,0.4834684965689333,2024,0.38685054559715554,43.64622381817553,0.046459437887434965,0.0334645668566915,4.39800374298191,11.481723065127209,87,Poor
AXISBANK,Mar 2024,15.832712405189048,8.249122739980766,1.6907138401212014,0.0720367478374617,0.0040223643457624,2024,0.44569244802335223,44.51543858118473,0.06031376813101358,0.04705569850296041,0.03659054017758054,11.285347542122594,88,Poor
PFC,Mar 2024,26.1609340860332,8.521864217426122,0.5792243193816639,0.0880835748601615,0.0869203733796908,2024,0.6631569622177598,42.68094760150383,0.018888107074598624,0.05980388269482223,0.7906950094539615,10.961001693805825,89,Poor
BANKBARODA,Mar 2024,15.761863790899902,12.143718727289434,1.8966195136544295,0.0715378223625568,0.1112936562615931,2024,0.44420070433660397,18.319931850271047,0.0679879553205653,0.04665933392302805,1.012413260186105,4.83508099103992,90,Poor
UNIONBANK,Mar 2024,14.136560175413432,12.823705403799256,0.0724386086736948,0.0715950687448466,0.1449590490686381,2024,0.4099793376694149,13.746262175806581,0.0,0.04670481253538647,1.3186597366889012,3.698431040801668,91,Poor
CANBK,Mar 2024,16.716051794688113,14.867419925542425,1.6109055365496054,0.0719985042520674,0.1233686124277644,2024,0.4642914844443538,0.0,0.057339280588346815,0.047025316404987146,1.12225640982676,0.27003473989439963,92,Poor
