company_id,year,return_on_equity_pct,debt_to_equity,interest_coverage,asset_turnover,dividend_payout_ratio,roe_score,debt_score,interest_score,asset_turnover_score,dividend_score,composite_score,company_rank,score_band
BEL,Mar 2024,4744.047619047619,0.5119047619047619,420.9166666666667,125.88819875776396,1.0037641154328731,100.0,96.55686888196853,15.685033483248088,100.0,9.131015501679684,73.18932546730971,1,Strong
HAL,Mar 2024,3816.582914572864,0.6180904522613065,226.72093023255812,67.51333333333334,0.4081632653061224,80.47188880878304,95.84265154709581,8.447280354664667,53.6248795133716,3.712969058591178,58.20671443320665,2,Average
BAJFINANCE,Mar 2024,18.841921351830603,3.824788776468134,2683.1666666666665,0.1463025160881668,0.1037990450487855,0.5090524515082295,74.27402470890665,100.0,0.1060551313173627,0.9442364743147583,38.83155382980821,3,Weak
INDIGO,Mar 2024,892.568306010929,0.0185792349726775,22.60232158211522,56.38625204582652,0.0,18.90568351250975,99.87503389918544,0.8396977913723334,44.785120627063726,0.0,37.52617118088331,4,Weak
BHEL,Mar 2024,1.1539405843358703,0.3623864473361158,0.8586956521739131,0.399628688031043,10.99290780141844,0.13662549713549182,97.56254649999137,0.0293041159448696,0.3073066744404159,100.0,34.48358109849353,5,Weak
NAUKRI,Mar 2024,1.9661621835965897,0.008129006675038,20.314285714285717,0.0702707196098534,8.235294117647058,0.15372712227092372,99.94532335323984,0.7544217752003046,0.04565270131842479,74.91461100569259,32.681642335798315,6,Weak
DIVISLAB,Mar 2024,11.78984599513669,0.0002210596124088,552.5,0.5074385510996119,3.125,0.36056840566806975,99.9985131272708,20.589197189364832,0.3929547586475506,28.42741935483871,32.12732339067209,7,Weak
ABB,Mar 2024,32.46823465801568,0.0224384968910516,121.08333333333331,1.1263238975544,6.078268109908409,0.7959595004619013,99.84907605352223,4.510124670956732,0.8846198323153328,55.292632483682944,31.765038020926067,8,Weak
BAJAJHLDNG,Mar 2024,13.576787656460263,0.0011613545449517,781.0,0.0261199183560718,0.2715546503733876,0.39819312096578763,99.99218859391362,29.105484005179978,0.010577695785848417,2.4702713356546875,31.187215673737484,9,Weak
TECHM,Mar 2024,8.987963553189097,0.0951291761970827,11.494897959183673,1.2050337203643189,6.25782227784731,0.30157373815448746,99.36015006858285,0.42571964976338095,0.9471497840291662,56.9259962049336,30.85032565664247,10,Weak
TATACONSUM,Mar 2024,7.566793298872766,0.21654107242947,26.25287356321839,0.5454284586965099,5.267489711934156,0.27165047464479253,98.54351949757302,0.9757553305719692,0.42313532573361523,47.91716447630426,29.767712829391556,11,Weak
IRCTC,Mar 2024,34.39628482972136,0.0185758513931888,77.15789473684211,0.7010343129207027,4.23042304230423,0.8365553074545093,99.87505665753561,2.873005924356313,0.5467542871753934,38.48320315902558,29.724665400470386,12,Weak
HAVELLS,Mar 2024,17.067275412917954,0.040687525177924,22.392857142857142,1.4952143489101584,3.461841070023604,0.4716866271777457,99.72633096137936,0.831890967554234,1.1776798505887178,31.491586507956654,28.565277550392985,13,Weak
BRITANNIA,Mar 2024,54.14869322506978,0.5239786856127886,19.3109756097561,1.8484347442680773,3.889409559512652,1.2524495464241072,96.47565826325665,0.7170280044546604,1.4582910053033031,35.381080509115094,28.394906732339333,14,Weak
ITC,Mar 2024,27.851074395694365,0.0040667319849141,327.9125,0.7723477995509732,0.4047997686858464,0.6987434893778556,99.97264668647769,12.2187308206695,0.6034083198785894,3.6823720893357637,28.105279339482042,15,Weak
PIDILITIND,Mar 2024,20.780302129178065,0.0454383252051861,53.09803921568628,1.0254223252732693,2.6903262736119062,0.5498657732102082,99.69437652644005,1.9762854413574653,0.8044599460731057,24.473290618017984,28.05180900555733,16,Weak
HDFCLIFE,Mar 2024,10.732306013909724,0.0647756716214373,192.28761904761905,0.3352704278677313,1.7153748411689964,0.3383015115825927,99.5643112796582,7.163937010817152,0.25617812711644633,15.604377587408289,28.024220153361053,17,Weak
NESTLEIND,Mar 2024,117.75449101796409,0.1032934131736526,40.08965517241379,2.318160220469448,2.008644800406814,2.5916930623368053,99.30523645870664,1.4914577410389465,1.8314580421109075,18.272188184345854,28.004046106336713,18,Weak
DABUR,Mar 2024,18.355969997972835,0.1383539428339752,19.35483870967742,0.8205874569992061,2.926559911651021,0.49882056664417834,99.06941524806008,0.7186627998137883,0.6417316617849026,26.62225468018026,27.81921775925679,19,Weak
ICICIGI,Mar 2024,15.7230643179025,0.0028676771814829,159.91071428571428,0.3236083907247109,1.4590932777488277,0.4433837671322033,99.98071166889855,5.957236760660863,0.24691337980277178,13.273042075005465,27.683981613967433,20,Weak
